Table Name,State Code,District code,Tehsil Code,Town Code,Area Name,Total/Rural/Urban,Location of source of drinking water,Total Number of Households,Tapwater from treated source,"Tapwater from
untreated source",Covered well,Uncovered well,Handpump,Tubewell/Borehole,Spring,"River/
Canal","Tank/
Pond/
Lake", Other sources
HH2206,29,0,0,0,STATE  KARNATAKA,Total,Total,"1,31,79,911","54,32,724","32,74,240","1,31,305","10,51,685","7,29,630","21,01,712","42,476","1,07,435","1,24,772","1,83,932"
HH2206,29,0,0,0,STATE  KARNATAKA,Total,Within the premises,"58,59,220","36,33,255","9,25,455","68,784","5,29,326","50,661","6,51,739",NaN,NaN,NaN,NaN
HH2206,29,0,0,0,STATE  KARNATAKA,Total,Near the premises,"49,19,991","13,55,708","18,06,626","32,013","2,63,702","3,23,116","9,26,063","25,037","61,405","52,627","73,694"
HH2206,29,0,0,0,STATE  KARNATAKA,Total,Away,"24,00,700","4,43,761","5,42,159","30,508","2,58,657","3,55,853","5,23,910","17,439","46,030","72,145","1,10,238"
HH2206,29,0,0,0,STATE  KARNATAKA,Rural,Total,"78,64,196","17,97,502","26,34,613","79,637","8,55,626","6,62,370","15,39,109","36,216","86,262","1,06,694","66,167"
HH2206,29,0,0,0,STATE  KARNATAKA,Rural,Within the premises,"20,91,969","7,16,752","6,28,306","30,476","3,81,386","36,808","2,98,241",NaN,NaN,NaN,NaN
HH2206,29,0,0,0,STATE  KARNATAKA,Rural,Near the premises,"38,22,737","7,95,229","15,40,160","25,448","2,36,692","3,00,076","7,95,747","19,384","42,623","40,779","26,599"
HH2206,29,0,0,0,STATE  KARNATAKA,Rural,Away,"19,49,490","2,85,521","4,66,147","23,713","2,37,548","3,25,486","4,45,121","16,832","43,639","65,915","39,568"
HH2206,29,0,0,0,STATE  KARNATAKA,Urban,Total,"53,15,715","36,35,222","6,39,627","51,668","1,96,059","67,260","5,62,603","6,260","21,173","18,078","1,17,765"
HH2206,29,0,0,0,STATE  KARNATAKA,Urban,Within the premises,"37,67,251","29,16,503","2,97,149","38,308","1,47,940","13,853","3,53,498",NaN,NaN,NaN,NaN
HH2206,29,0,0,0,STATE  KARNATAKA,Urban,Near the premises,"10,97,254","5,60,479","2,66,466","6,565","27,010","23,040","1,30,316","5,653","18,782","11,848","47,095"
HH2206,29,0,0,0,STATE  KARNATAKA,Urban,Away,"4,51,210","1,58,240","76,012","6,795","21,109","30,367","78,789",607,"2,391","6,230","70,670"
HH2206,29,555,0,0,District  Belgaum,Total,Total,"9,63,825","3,53,192","1,67,328","14,474","1,24,332","75,729","1,86,601","4,088","24,013","4,006","10,062"
HH2206,29,555,0,0,District  Belgaum,Total,Within the premises,"3,40,306","2,20,980","50,352","6,790","21,598","5,335","35,251",NaN,NaN,NaN,NaN
HH2206,29,555,0,0,District  Belgaum,Total,Near the premises,"3,92,344","99,514","88,714","3,635","52,385","33,519","89,208","2,967","15,816","1,695","4,891"
HH2206,29,555,0,0,District  Belgaum,Total,Away,"2,31,175","32,698","28,262","4,049","50,349","36,875","62,142","1,121","8,197","2,311","5,171"
HH2206,29,555,0,0,District  Belgaum,Rural,Total,"7,08,069","1,69,071","1,49,728","7,880","1,08,655","70,380","1,67,072","3,114","21,520","3,637","7,012"
HH2206,29,555,0,0,District  Belgaum,Rural,Within the premises,"1,71,238","79,964","42,848","1,974","13,971","4,778","27,703",NaN,NaN,NaN,NaN
HH2206,29,555,0,0,District  Belgaum,Rural,Near the premises,"3,30,312","65,964","80,634","2,846","47,793","31,055","81,114","2,063","13,687","1,572","3,584"
HH2206,29,555,0,0,District  Belgaum,Rural,Away,"2,06,519","23,143","26,246","3,060","46,891","34,547","58,255","1,051","7,833","2,065","3,428"
HH2206,29,555,0,0,District  Belgaum,Urban,Total,"2,55,756","1,84,121","17,600","6,594","15,677","5,349","19,529",974,"2,493",369,"3,050"
HH2206,29,555,0,0,District  Belgaum,Urban,Within the premises,"1,69,068","1,41,016","7,504","4,816","7,627",557,"7,548",NaN,NaN,NaN,NaN
HH2206,29,555,0,0,District  Belgaum,Urban,Near the premises,"62,032","33,550","8,080",789,"4,592","2,464","8,094",904,"2,129",123,"1,307"
HH2206,29,555,0,0,District  Belgaum,Urban,Away,"24,656","9,555","2,016",989,"3,458","2,328","3,887",70,364,246,"1,743"
HH2206,29,555,5433,0,SubDistrict  Chikodi,Total,Total,"1,29,153","56,422","20,441","1,769","18,150","4,795","20,169","1,048","4,188",457,"1,714"
HH2206,29,555,5433,0,SubDistrict  Chikodi,Total,Within the premises,"52,495","36,189","8,544",409,"3,078",252,"4,023",NaN,NaN,NaN,NaN
HH2206,29,555,5433,0,SubDistrict  Chikodi,Total,Near the premises,"53,058","15,865","9,860",639,"8,561","2,545","9,962",852,"3,293",369,"1,112"
HH2206,29,555,5433,0,SubDistrict  Chikodi,Total,Away,"23,600","4,368","2,037",721,"6,511","1,998","6,184",196,895,88,602
HH2206,29,555,5433,0,SubDistrict  Chikodi,Rural,Total,"1,03,303","37,210","18,429","1,666","17,266","4,360","17,572",917,"3,915",452,"1,516"
HH2206,29,555,5433,0,SubDistrict  Chikodi,Rural,Within the premises,"37,221","22,633","7,921",376,"2,970",221,"3,100",NaN,NaN,NaN,NaN
HH2206,29,555,5433,0,SubDistrict  Chikodi,Rural,Near the premises,"45,279","11,470","8,801",622,"8,122","2,248","8,839",723,"3,065",367,"1,022"
HH2206,29,555,5433,0,SubDistrict  Chikodi,Rural,Away,"20,803","3,107","1,707",668,"6,174","1,891","5,633",194,850,85,494
HH2206,29,555,5433,0,SubDistrict  Chikodi,Urban,Total,"25,850","19,212","2,012",103,884,435,"2,597",131,273,5,198
HH2206,29,555,5433,0,SubDistrict  Chikodi,Urban,Within the premises,"15,274","13,556",623,33,108,31,923,NaN,NaN,NaN,NaN
HH2206,29,555,5433,0,SubDistrict  Chikodi,Urban,Near the premises,"7,779","4,395","1,059",17,439,297,"1,123",129,228,2,90
HH2206,29,555,5433,0,SubDistrict  Chikodi,Urban,Away,"2,797","1,261",330,53,337,107,551,2,45,3,108
HH2206,29,555,5433,803021,Nipani  (CMC),Urban,Total,"13,449","12,356",779,53,96,26,92,10,NaN,3,34
HH2206,29,555,5433,803021,Nipani  (CMC),Urban,Within the premises,"10,087","9,811",164,25,36,11,40,NaN,NaN,NaN,NaN
HH2206,29,555,5433,803021,Nipani  (CMC),Urban,Near the premises,"2,730","2,104",505,8,40,6,41,8,NaN,1,17
HH2206,29,555,5433,803021,Nipani  (CMC),Urban,Away,632,441,110,20,20,9,11,2,NaN,2,17
HH2206,29,555,5433,803022,Sadalgi (TP),Urban,Total,"4,511","2,974",421,3,574,57,181,1,235,1,64
HH2206,29,555,5433,803022,Sadalgi (TP),Urban,Within the premises,"1,534","1,300",139,2,30,5,58,NaN,NaN,NaN,NaN
HH2206,29,555,5433,803022,Sadalgi (TP),Urban,Near the premises,"2,023","1,204",180,1,313,34,84,1,190,NaN,16
HH2206,29,555,5433,803022,Sadalgi (TP),Urban,Away,954,470,102,NaN,231,18,39,NaN,45,1,48
HH2206,29,555,5433,803023,Chikodi (TMC),Urban,Total,"7,890","3,882",812,47,214,352,"2,324",120,38,1,100
HH2206,29,555,5433,803023,Chikodi (TMC),Urban,Within the premises,"3,653","2,445",320,6,42,15,825,NaN,NaN,NaN,NaN
HH2206,29,555,5433,803023,Chikodi (TMC),Urban,Near the premises,"3,026","1,087",374,8,86,257,998,120,38,1,57
HH2206,29,555,5433,803023,Chikodi (TMC),Urban,Away,"1,211",350,118,33,86,80,501,NaN,NaN,NaN,43
HH2206,29,555,5434,0,SubDistrict  Athni,Total,Total,"1,06,622","23,399","19,664",503,"22,718","11,161","16,166",225,"10,807",309,"1,670"
HH2206,29,555,5434,0,SubDistrict  Athni,Total,Within the premises,"28,825","13,563","7,296",150,"2,847",694,"4,275",NaN,NaN,NaN,NaN
HH2206,29,555,5434,0,SubDistrict  Athni,Total,Near the premises,"48,993","7,661","9,365",156,"12,150","4,714","6,538",184,"7,283",153,789
HH2206,29,555,5434,0,SubDistrict  Athni,Total,Away,"28,804","2,175","3,003",197,"7,721","5,753","5,353",41,"3,524",156,881
HH2206,29,555,5434,0,SubDistrict  Athni,Rural,Total,"96,916","17,525","19,071",468,"22,554","10,699","14,374",115,"10,466",296,"1,348"
HH2206,29,555,5434,0,SubDistrict  Athni,Rural,Within the premises,"23,188","9,588","6,937",130,"2,782",675,"3,076",NaN,NaN,NaN,NaN
HH2206,29,555,5434,0,SubDistrict  Athni,Rural,Near the premises,"46,345","6,256","9,207",150,"12,087","4,507","6,241",74,"6,994",152,677
HH2206,29,555,5434,0,SubDistrict  Athni,Rural,Away,"27,383","1,681","2,927",188,"7,685","5,517","5,057",41,"3,472",144,671
HH2206,29,555,5434,0,SubDistrict  Athni,Urban,Total,"9,706","5,874",593,35,164,462,"1,792",110,341,13,322
HH2206,29,555,5434,0,SubDistrict  Athni,Urban,Within the premises,"5,637","3,975",359,20,65,19,"1,199",NaN,NaN,NaN,NaN
HH2206,29,555,5434,0,SubDistrict  Athni,Urban,Near the premises,"2,648","1,405",158,6,63,207,297,110,289,1,112
HH2206,29,555,5434,0,SubDistrict  Athni,Urban,Away,"1,421",494,76,9,36,236,296,NaN,52,12,210
HH2206,29,555,5434,803024,Athni (TMC + OG),Urban,Total,"9,706","5,874",593,35,164,462,"1,792",110,341,13,322
HH2206,29,555,5434,803024,Athni (TMC + OG),Urban,Within the premises,"5,637","3,975",359,20,65,19,"1,199",NaN,NaN,NaN,NaN
HH2206,29,555,5434,803024,Athni (TMC + OG),Urban,Near the premises,"2,648","1,405",158,6,63,207,297,110,289,1,112
HH2206,29,555,5434,803024,Athni (TMC + OG),Urban,Away,"1,421",494,76,9,36,236,296,NaN,52,12,210
HH2206,29,555,5435,0,SubDistrict  Raybag ,Total,Total,"74,770","12,426","7,175",858,"18,989","7,471","23,965",105,"2,867",131,783
HH2206,29,555,5435,0,SubDistrict  Raybag ,Total,Within the premises,"17,817","6,196","1,810",140,"3,242",528,"5,901",NaN,NaN,NaN,NaN
HH2206,29,555,5435,0,SubDistrict  Raybag ,Total,Near the premises,"33,554","4,552","3,480",193,"8,753","3,613","10,998",94,"1,422",53,396
HH2206,29,555,5435,0,SubDistrict  Raybag ,Total,Away,"23,399","1,678","1,885",525,"6,994","3,330","7,066",11,"1,445",78,387
HH2206,29,555,5435,0,SubDistrict  Raybag ,Rural,Total,"66,757","7,795","6,427",631,"18,777","7,192","22,393",98,"2,676",125,643
HH2206,29,555,5435,0,SubDistrict  Raybag ,Rural,Within the premises,"13,890","3,281","1,592",131,"3,207",495,"5,184",NaN,NaN,NaN,NaN
HH2206,29,555,5435,0,SubDistrict  Raybag ,Rural,Near the premises,"30,845","3,187","3,057",174,"8,676","3,526","10,478",88,"1,264",51,344
HH2206,29,555,5435,0,SubDistrict  Raybag ,Rural,Away,"22,022","1,327","1,778",326,"6,894","3,171","6,731",10,"1,412",74,299
HH2206,29,555,5435,0,SubDistrict  Raybag ,Urban,Total,"8,013","4,631",748,227,212,279,"1,572",7,191,6,140
HH2206,29,555,5435,0,SubDistrict  Raybag ,Urban,Within the premises,"3,927","2,915",218,9,35,33,717,NaN,NaN,NaN,NaN
HH2206,29,555,5435,0,SubDistrict  Raybag ,Urban,Near the premises,"2,709","1,365",423,19,77,87,520,6,158,2,52
HH2206,29,555,5435,0,SubDistrict  Raybag ,Urban,Away,"1,377",351,107,199,100,159,335,1,33,4,88
HH2206,29,555,5435,803025,Kudchi (TP),Urban,Total,"4,252","2,794",262,210,108,197,367,4,180,5,125
HH2206,29,555,5435,803025,Kudchi (TP),Urban,Within the premises,"2,215","1,984",79,3,22,23,104,NaN,NaN,NaN,NaN
HH2206,29,555,5435,803025,Kudchi (TP),Urban,Near the premises,"1,185",605,113,13,25,44,183,4,152,1,45
HH2206,29,555,5435,803025,Kudchi (TP),Urban,Away,852,205,70,194,61,130,80,NaN,28,4,80
HH2206,29,555,5435,803026,Raybag (TP),Urban,Total,"3,761","1,837",486,17,104,82,"1,205",3,11,1,15
HH2206,29,555,5435,803026,Raybag (TP),Urban,Within the premises,"1,712",931,139,6,13,10,613,NaN,NaN,NaN,NaN
HH2206,29,555,5435,803026,Raybag (TP),Urban,Near the premises,"1,524",760,310,6,52,43,337,2,6,1,7
HH2206,29,555,5435,803026,Raybag (TP),Urban,Away,525,146,37,5,39,29,255,1,5,NaN,8
HH2206,29,555,5436,0,SubDistrict  Gokak,Total,Total,"1,14,783","39,541","14,470",872,"16,783","16,490","21,605",320,"3,336",349,"1,017"
HH2206,29,555,5436,0,SubDistrict  Gokak,Total,Within the premises,"30,668","18,808","4,046",105,"1,616","1,666","4,427",NaN,NaN,NaN,NaN
HH2206,29,555,5436,0,SubDistrict  Gokak,Total,Near the premises,"51,693","15,795","7,714",357,"7,297","7,020","10,578",267,"2,140",70,455
HH2206,29,555,5436,0,SubDistrict  Gokak,Total,Away,"32,422","4,938","2,710",410,"7,870","7,804","6,600",53,"1,196",279,562
HH2206,29,555,5436,0,SubDistrict  Gokak,Rural,Total,"87,552","17,855","13,175",809,"15,845","16,092","19,528",311,"2,757",339,841
HH2206,29,555,5436,0,SubDistrict  Gokak,Rural,Within the premises,"17,988","7,430","3,518",84,"1,512","1,651","3,793",NaN,NaN,NaN,NaN
HH2206,29,555,5436,0,SubDistrict  Gokak,Rural,Near the premises,"39,880","7,158","7,030",347,"6,764","6,802","9,446",258,"1,627",62,386
HH2206,29,555,5436,0,SubDistrict  Gokak,Rural,Away,"29,684","3,267","2,627",378,"7,569","7,639","6,289",53,"1,130",277,455
HH2206,29,555,5436,0,SubDistrict  Gokak,Urban,Total,"27,231","21,686","1,295",63,938,398,"2,077",9,579,10,176
HH2206,29,555,5436,0,SubDistrict  Gokak,Urban,Within the premises,"12,680","11,378",528,21,104,15,634,NaN,NaN,NaN,NaN
HH2206,29,555,5436,0,SubDistrict  Gokak,Urban,Near the premises,"11,813","8,637",684,10,533,218,"1,132",9,513,8,69
HH2206,29,555,5436,0,SubDistrict  Gokak,Urban,Away,"2,738","1,671",83,32,301,165,311,NaN,66,2,107
HH2206,29,555,5436,803027,Mudalgi (TMC),Urban,Total,"5,443","1,916",334,30,891,358,"1,881",3,5,4,21
HH2206,29,555,5436,803027,Mudalgi (TMC),Urban,Within the premises,"1,192",502,104,2,85,1,498,NaN,NaN,NaN,NaN
HH2206,29,555,5436,803027,Mudalgi (TMC),Urban,Near the premises,"3,122","1,105",207,3,511,202,"1,076",3,5,4,6
HH2206,29,555,5436,803027,Mudalgi (TMC),Urban,Away,"1,129",309,23,25,295,155,307,NaN,NaN,NaN,15
HH2206,29,555,5436,803028,Konnur (TP),Urban,Total,"4,011","3,707",179,11,29,14,2,1,9,2,57
HH2206,29,555,5436,803028,Konnur (TP),Urban,Within the premises,"1,558","1,426",113,4,6,7,2,NaN,NaN,NaN,NaN
HH2206,29,555,5436,803028,Konnur (TP),Urban,Near the premises,"1,738","1,610",46,NaN,21,5,NaN,1,5,1,49
HH2206,29,555,5436,803028,Konnur (TP),Urban,Away,715,671,20,7,2,2,NaN,NaN,4,1,8
HH2206,29,555,5436,803029,Gokak Falls (NAC),Urban,Total,"1,683","1,661",20,NaN,NaN,NaN,NaN,1,NaN,NaN,1
HH2206,29,555,5436,803029,Gokak Falls (NAC),Urban,Within the premises,353,351,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HH2206,29,555,5436,803029,Gokak Falls (NAC),Urban,Near the premises,"1,327","1,310",15,NaN,NaN,NaN,NaN,1,NaN,NaN,1
HH2206,29,555,5436,803029,Gokak Falls (NAC),Urban,Away,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HH2206,29,555,5436,803030,Gokak (CMC),Urban,Total,"16,094","14,402",762,22,18,26,194,4,565,4,97
HH2206,29,555,5436,803030,Gokak (CMC),Urban,Within the premises,"9,577","9,099",309,15,13,7,134,NaN,NaN,NaN,NaN
HH2206,29,555,5436,803030,Gokak (CMC),Urban,Near the premises,"5,626","4,612",416,7,1,11,56,4,503,3,13
HH2206,29,555,5436,803030,Gokak (CMC),Urban,Away,891,691,37,NaN,4,8,4,NaN,62,1,84
HH2206,29,555,5437,0,SubDistrict  Hukeri,Total,Total,"83,802","28,501","16,382",590,"11,625","7,186","17,637",261,449,357,814
HH2206,29,555,5437,0,SubDistrict  Hukeri,Total,Within the premises,"23,782","14,716","5,197",95,"1,061",449,"2,264",NaN,NaN,NaN,NaN
HH2206,29,555,5437,0,SubDistrict  Hukeri,Total,Near the premises,"34,109","10,035","7,875",223,"4,871","2,891","7,559",82,150,47,376
HH2206,29,555,5437,0,SubDistrict  Hukeri,Total,Away,"25,911","3,750","3,310",272,"5,693","3,846","7,814",179,299,310,438
HH2206,29,555,5437,0,SubDistrict  Hukeri,Rural,Total,"71,723","19,835","15,496",514,"11,253","7,114","16,093",224,436,170,588
HH2206,29,555,5437,0,SubDistrict  Hukeri,Rural,Within the premises,"17,358","8,781","4,871",73,"1,009",445,"2,179",NaN,NaN,NaN,NaN
HH2206,29,555,5437,0,SubDistrict  Hukeri,Rural,Near the premises,"30,282","7,988","7,441",203,"4,761","2,858","6,533",77,138,33,250
HH2206,29,555,5437,0,SubDistrict  Hukeri,Rural,Away,"24,083","3,066","3,184",238,"5,483","3,811","7,381",147,298,137,338
HH2206,29,555,5437,0,SubDistrict  Hukeri,Urban,Total,"12,079","8,666",886,76,372,72,"1,544",37,13,187,226
HH2206,29,555,5437,0,SubDistrict  Hukeri,Urban,Within the premises,"6,424","5,935",326,22,52,4,85,NaN,NaN,NaN,NaN
HH2206,29,555,5437,0,SubDistrict  Hukeri,Urban,Near the premises,"3,827","2,047",434,20,110,33,"1,026",5,12,14,126
HH2206,29,555,5437,0,SubDistrict  Hukeri,Urban,Away,"1,828",684,126,34,210,35,433,32,1,173,100
HH2206,29,555,5437,803031,Sankeshwar (TMC),Urban,Total,"7,222","5,454",287,29,116,36,"1,133",2,4,1,160
HH2206,29,555,5437,803031,Sankeshwar (TMC),Urban,Within the premises,"4,442","4,194",122,14,39,4,69,NaN,NaN,NaN,NaN
HH2206,29,555,5437,803031,Sankeshwar (TMC),Urban,Near the premises,"2,280","1,132",80,14,55,20,861,2,4,1,111
HH2206,29,555,5437,803031,Sankeshwar (TMC),Urban,Away,500,128,85,1,22,12,203,NaN,NaN,NaN,49
HH2206,29,555,5437,803032,Hukeri (TP),Urban,Total,"4,857","3,212",599,47,256,36,411,35,9,186,66
HH2206,29,555,5437,803032,Hukeri (TP),Urban,Within the premises,"1,982","1,741",204,8,13,NaN,16,NaN,NaN,NaN,NaN
HH2206,29,555,5437,803032,Hukeri (TP),Urban,Near the premises,"1,547",915,354,6,55,13,165,3,8,13,15
HH2206,29,555,5437,803032,Hukeri (TP),Urban,Away,"1,328",556,41,33,188,23,230,32,1,173,51
HH2206,29,555,5438,0,SubDistrict  Belgaum,Total,Total,"2,03,862","1,15,689","27,403","7,769","22,168","7,264","19,883","1,072",277,135,"2,202"
HH2206,29,555,5438,0,SubDistrict  Belgaum,Total,Within the premises,"1,27,839","97,932","10,406","5,591","9,069",504,"4,337",NaN,NaN,NaN,NaN
HH2206,29,555,5438,0,SubDistrict  Belgaum,Total,Near the premises,"47,723","13,521","13,370","1,192","5,874","2,997","8,731",835,219,81,903
HH2206,29,555,5438,0,SubDistrict  Belgaum,Total,Away,"28,300","4,236","3,627",986,"7,225","3,763","6,815",237,58,54,"1,299"
HH2206,29,555,5438,0,SubDistrict  Belgaum,Rural,Total,"64,180","13,255","18,913","1,934","10,030","4,207","14,518",652,37,71,563
HH2206,29,555,5438,0,SubDistrict  Belgaum,Rural,Within the premises,"18,884","7,873","6,094",967,"1,969",168,"1,813",NaN,NaN,NaN,NaN
HH2206,29,555,5438,0,SubDistrict  Belgaum,Rural,Near the premises,"26,899","3,815","9,951",580,"3,083","1,771","6,996",431,11,31,230
HH2206,29,555,5438,0,SubDistrict  Belgaum,Rural,Away,"18,397","1,567","2,868",387,"4,978","2,268","5,709",221,26,40,333
HH2206,29,555,5438,0,SubDistrict  Belgaum,Urban,Total,"1,39,682","1,02,434","8,490","5,835","12,138","3,057","5,365",420,240,64,"1,639"
HH2206,29,555,5438,0,SubDistrict  Belgaum,Urban,Within the premises,"1,08,955","90,059","4,312","4,624","7,100",336,"2,524",NaN,NaN,NaN,NaN
HH2206,29,555,5438,0,SubDistrict  Belgaum,Urban,Near the premises,"20,824","9,706","3,419",612,"2,791","1,226","1,735",404,208,50,673
HH2206,29,555,5438,0,SubDistrict  Belgaum,Urban,Away,"9,903","2,669",759,599,"2,247","1,495","1,106",16,32,14,966
HH2206,29,555,5438,803033,Belgaum (M Corp. + OG),Urban,Total,"1,09,159","92,023","3,116","3,570","4,833","1,303","2,561",376,235,41,"1,101"
HH2206,29,555,5438,803033,Belgaum (M Corp. + OG),Urban,Within the premises,"90,331","81,424","1,417","2,950","3,048",238,"1,254",NaN,NaN,NaN,NaN
HH2206,29,555,5438,803033,Belgaum (M Corp. + OG),Urban,Near the premises,"13,355","8,392","1,207",300,"1,082",606,556,371,204,33,604
HH2206,29,555,5438,803033,Belgaum (M Corp. + OG),Urban,Away,"5,473","2,207",492,320,703,459,751,5,31,8,497
HH2206,29,555,5438,803034,Belgaum Cantonment (CB),Urban,Total,"2,694","2,449",154,15,28,7,20,NaN,NaN,NaN,21
HH2206,29,555,5438,803034,Belgaum Cantonment (CB),Urban,Within the premises,"2,025","1,945",56,2,8,3,11,NaN,NaN,NaN,NaN
HH2206,29,555,5438,803034,Belgaum Cantonment (CB),Urban,Near the premises,427,314,82,6,17,2,3,NaN,NaN,NaN,3
HH2206,29,555,5438,803034,Belgaum Cantonment (CB),Urban,Away,242,190,16,7,3,2,6,NaN,NaN,NaN,18
HH2206,29,555,5438,597792,Kakati (CT),Urban,Total,"2,987",450,692,115,345,168,"1,201",1,2,9,4
HH2206,29,555,5438,597792,Kakati (CT),Urban,Within the premises,"1,382",386,193,63,221,27,492,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597792,Kakati (CT),Urban,Near the premises,"1,339",45,474,21,96,88,600,1,1,9,4
HH2206,29,555,5438,597792,Kakati (CT),Urban,Away,266,19,25,31,28,53,109,NaN,1,NaN,NaN
HH2206,29,555,5438,597793,Hindalgi (CT),Urban,Total,"3,010","1,873",19,644,375,1,86,2,NaN,NaN,NaN
HH2206,29,555,5438,597793,Hindalgi (CT),Urban,Within the premises,"2,777","1,818",19,574,279,1,86,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597793,Hindalgi (CT),Urban,Near the premises,219,52,NaN,64,96,NaN,NaN,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597793,Hindalgi (CT),Urban,Away,14,3,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597794,Kangrali (KH) (CT),Urban,Total,"1,757",28,"1,398",64,246,10,3,NaN,NaN,NaN,1
HH2206,29,555,5438,597794,Kangrali (KH) (CT),Urban,Within the premises,"1,329",23,"1,052",55,196,2,1,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597794,Kangrali (KH) (CT),Urban,Near the premises,416,5,341,9,43,8,2,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597794,Kangrali (KH) (CT),Urban,Away,12,NaN,5,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597795,Kangrali (BK) (CT),Urban,Total,"2,268",56,410,241,"1,147",375,31,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597795,Kangrali (BK) (CT),Urban,Within the premises,"1,189",35,246,205,667,21,15,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597795,Kangrali (BK) (CT),Urban,Near the premises,590,21,153,23,236,152, NaN   ,NaN,NaN,NaN,4
HH2206,29,555,5438,597795,Kangrali (BK) (CT),Urban,Away,489, NaN   ,11,13,244,202,16,NaN,NaN,NaN,1
HH2206,29,555,5438,597796,Sulebhavi (CT),Urban,Total,"1,667",256,873,5,1,3,365,1,3,2,158
HH2206,29,555,5438,597796,Sulebhavi (CT),Urban,Within the premises,245,142,73,5,1,NaN,24,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597796,Sulebhavi (CT),Urban,Near the premises,"1,132",103,679,NaN,NaN,2,336,1,3,2,6
HH2206,29,555,5438,597796,Sulebhavi (CT),Urban,Away,290,11,121,NaN,NaN,1,5,NaN,NaN,NaN,152
HH2206,29,555,5438,597797,Sambra (CT),Urban,Total,"1,810",585,381,73,691,5,49,NaN,NaN,NaN,26
HH2206,29,555,5438,597797,Sambra (CT),Urban,Within the premises,"1,230",440,222,51,471,1,45,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597797,Sambra (CT),Urban,Near the premises,500,112,158,19,203,2,NaN,NaN,NaN,NaN,6
HH2206,29,555,5438,597797,Sambra (CT),Urban,Away,80,33,1,3,17,2,4,NaN,NaN,NaN,20
HH2206,29,555,5438,597798,Mutga (CT),Urban,Total,"1,599",641,7,194,442,8,304,1,NaN,NaN,2
HH2206,29,555,5438,597798,Mutga (CT),Urban,Within the premises,"1,203",546,6,114,248,NaN,289,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597798,Mutga (CT),Urban,Near the premises,170,62,1,56,37,6,6,1,NaN,NaN,1
HH2206,29,555,5438,597798,Mutga (CT),Urban,Away,226,33,NaN,24,157,2,9,NaN,NaN,NaN,1
HH2206,29,555,5438,597799,Benakanahalli  (CT),Urban,Total,"2,253","1,203",274,267,253,28,169,NaN,NaN,2,57
HH2206,29,555,5438,597799,Benakanahalli  (CT),Urban,Within the premises,"1,616","1,044",198,196,39,NaN,139,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597799,Benakanahalli  (CT),Urban,Near the premises,345,116,71,21,86,6,16,NaN,NaN,NaN,29
HH2206,29,555,5438,597799,Benakanahalli  (CT),Urban,Away,292,43,5,50,128,22,14,NaN,NaN,2,28
HH2206,29,555,5438,597800,Peeranwadi  (CT),Urban,Total,"3,933",808,704,252,"1,658",309,154,18,NaN,NaN,30
HH2206,29,555,5438,597800,Peeranwadi  (CT),Urban,Within the premises,"2,367",587,564,188,953,3,72,NaN,NaN,NaN,NaN
HH2206,29,555,5438,597800,Peeranwadi  (CT),Urban,Near the premises,695,167,73,36,340,43,20,12,NaN,NaN,4
HH2206,29,555,5438,597800,Peeranwadi  (CT),Urban,Away,871,54,67,28,365,263,62,6,NaN,NaN,26
HH2206,29,555,5438,597801,Machche (CT),Urban,Total,"3,937",448,53,258,"1,892",680,373,12,NaN,6,215
HH2206,29,555,5438,597801,Machche (CT),Urban,Within the premises,"1,624",370,20,194,948,24,68, NaN   ,NaN,NaN,NaN
HH2206,29,555,5438,597801,Machche (CT),Urban,Near the premises,"1,040",59,24,46,502,203,192,8,NaN,5,1
HH2206,29,555,5438,597801,Machche (CT),Urban,Away,"1,273",19,9,18,442,453,113,4,NaN,1,214
HH2206,29,555,5438,597802,Yellur (CT),Urban,Total,"2,608","1,614",409,137,227,160,49,1,NaN,2,9
HH2206,29,555,5438,597802,Yellur (CT),Urban,Within the premises,"1,637","1,299",246,27,21,16,28, NaN   ,NaN,NaN,NaN
HH2206,29,555,5438,597802,Yellur (CT),Urban,Near the premises,596,258,156,11,53,108,4,1,NaN,NaN,NaN
HH2206,29,555,5438,597802,Yellur (CT),Urban,Away,375,57,7,99,153,36,17, NaN   ,NaN,2,4
HH2206,29,555,5439,0,SubDistrict  Khanapur,Total,Total,"55,358","12,549","14,845",746,"4,491","10,260","11,048",744,410,129,136
HH2206,29,555,5439,0,SubDistrict  Khanapur,Total,Within the premises,"13,809","6,701","4,131",119,295,957,"1,606",NaN,NaN,NaN,NaN
